epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1967.33,2.25144,0.15942,0.73913,2.19208,0.000985714,0.000328571,0.000985714,0.000328571,0.0681286,0.0674714,0.000985714,0.000328571
2,2855.05,2.22805,0.21739,0.72464,2.10952,0.00190708,0.000635693,0.00190708,0.000635693,0.0357166,0.0344452,0.00190708,0.000635693
3,3449.04,2.17048,0.24638,0.71014,2.16218,0.00274925,0.000916415,0.00274925,0.000916415,0.00322544,0.00139261,0.00274925,0.000916415
4,3985.24,2.1014,0.37681,0.75362,1.99269,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
5,4486.81,1.99257,0.36232,0.91304,1.84524,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
6,5031.31,1.92135,0.34783,0.95652,1.80362,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
7,5571.16,1.79466,0.50725,0.92754,1.59969,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
8,6114.93,1.73027,0.52174,0.98551,1.45951,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
9,6609.09,1.61199,0.49275,1,1.32146,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
10,7149.22,1.51756,0.49275,1,1.15135,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
11,7678.16,1.48395,0.49275,0.98551,1.18666,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
12,8220.07,1.34689,0.55072,0.98551,1.03667,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
13,8722.94,1.33384,0.53623,1,1.05032,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
14,9262.58,1.29403,0.52174,1,1.08939,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
15,9802.37,1.26975,0.49275,1,1.16958,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
16,10340.1,1.24857,0.53623,1,1.05172,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
17,10830.4,1.24435,0.56522,0.98551,1.04849,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
18,11364.5,1.1579,0.56522,1,1.03164,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
19,11902.6,1.2115,0.57971,0.97101,0.97108,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
20,13480.9,1.2278,0.5942,0.97101,0.91566,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
21,14059.4,1.17037,0.57971,0.98551,0.93787,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
22,14749,1.13135,0.5942,0.98551,0.973,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
23,15349.5,1.20012,0.57971,0.98551,1.04942,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
24,15980.7,1.16609,0.62319,0.98551,0.91032,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
25,16500.7,1.13626,0.62319,0.98551,0.99034,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
