epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,93.8447,2.30179,0.17391,0.63768,2.23728,0.00081,0.00027,0.00081,0.00027,0.07381,0.07327,0.00081,0.00027
2,153.225,2.2001,0.18841,0.62319,2.3029,0.00161733,0.00053911,0.00161733,0.00053911,0.0466173,0.0455391,0.00161733,0.00053911
3,201.718,2.15076,0.24638,0.65217,2.00878,0.0023914,0.000797132,0.0023914,0.000797132,0.0193914,0.0177971,0.0023914,0.000797132
4,239.424,2.03834,0.31884,0.69565,1.97863,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406
5,276.925,1.92063,0.30435,0.71014,2.09222,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
6,313.619,1.83472,0.3913,0.69565,1.99331,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
7,352.115,1.66281,0.4058,0.92754,1.45992,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
8,390.221,1.51995,0.44928,0.91304,1.77172,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
9,428.189,1.43696,0.43478,0.91304,1.31596,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
10,465.668,1.36338,0.53623,0.98551,1.23929,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
11,502.641,1.32827,0.49275,0.91304,1.41912,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
12,540.241,1.2497,0.5942,0.97101,0.95884,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
13,578.141,1.18741,0.52174,0.91304,1.13284,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
14,615.932,1.21548,0.53623,0.92754,1.39152,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
15,654.362,1.16762,0.5942,0.95652,0.92426,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
16,691.866,1.13044,0.5942,1,1.05252,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
17,729.431,1.13748,0.56522,0.97101,0.99631,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
18,766.532,1.09234,0.53623,0.94203,1.35255,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
19,803.545,1.03461,0.65217,0.98551,1.15356,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
