epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,22.1551,2.37905,0.11594,0.5942,2.30012,0.00018,6e-05,0.00018,6e-05,0.09418,0.09406,0.00018,6e-05
2,53.5445,2.36652,0.18841,0.62319,2.2878,0.000382278,0.000127426,0.000382278,0.000127426,0.0873823,0.0871274,0.000382278,0.000127426
3,75.3408,2.33643,0.18841,0.63768,2.13227,0.00057624,0.00019208,0.00057624,0.00019208,0.0805762,0.0801921,0.00057624,0.00019208
4,89.3098,2.19997,0.2029,0.63768,2.19826,0.000761886,0.000253962,0.000761886,0.000253962,0.0737619,0.073254,0.000761886,0.000253962
5,107.256,2.27092,0.18841,0.56522,2.30995,0.000939216,0.000313072,0.000939216,0.000313072,0.0669392,0.0663131,0.000939216,0.000313072
6,121.512,2.19541,0.21739,0.6087,2.38526,0.00110823,0.00036941,0.00110823,0.00036941,0.0601082,0.0593694,0.00110823,0.00036941
7,138.596,2.21427,0.21739,0.5942,2.22167,0.00126893,0.000422976,0.00126893,0.000422976,0.0532689,0.052423,0.00126893,0.000422976
8,148.443,2.19497,0.18841,0.62319,2.31965,0.00142131,0.00047377,0.00142131,0.00047377,0.0464213,0.0454738,0.00142131,0.00047377
9,161.224,2.15288,0.18841,0.6087,2.23317,0.00156538,0.000521792,0.00156538,0.000521792,0.0395654,0.0385218,0.00156538,0.000521792
10,170.611,2.11717,0.2029,0.65217,2.16551,0.00170113,0.000567042,0.00170113,0.000567042,0.0327011,0.031567,0.00170113,0.000567042
11,180.098,2.04202,0.23188,0.69565,2.17931,0.00182856,0.00060952,0.00182856,0.00060952,0.0258286,0.0246095,0.00182856,0.00060952
12,192.697,2.10521,0.21739,0.69565,2.05135,0.00194768,0.000649226,0.00194768,0.000649226,0.0189477,0.0176492,0.00194768,0.000649226
13,198.971,2.05215,0.26087,0.71014,2.06019,0.00205848,0.00068616,0.00205848,0.00068616,0.0120585,0.0106862,0.00205848,0.00068616
14,208.238,2.03869,0.27536,0.72464,2.17017,0.00216097,0.000720322,0.00216097,0.000720322,0.00516097,0.00372032,0.00216097,0.000720322
15,217.932,2.00202,0.23188,0.75362,1.93526,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
16,228.207,1.91831,0.2029,0.63768,2.21199,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
17,235.213,1.91093,0.2029,0.63768,2.11673,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
18,245.395,1.88941,0.2029,0.65217,2.13858,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
19,255.496,1.86342,0.27536,0.69565,2.34486,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
20,265.446,1.82517,0.3913,0.73913,2.15051,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
21,272.106,1.80954,0.37681,0.75362,1.98775,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
22,282.061,1.82868,0.37681,0.78261,1.7523,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
23,291.756,1.78324,0.43478,0.84058,1.877,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
24,301.903,1.6904,0.37681,0.85507,1.84185,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
25,308.792,1.74706,0.42029,0.89855,1.81646,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
