epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,196.207,2.27241,0.17391,0.69565,2.25903,9.85714e-05,3.28571e-05,9.85714e-05,3.28571e-05,0.0672414,0.0671757,9.85714e-05,3.28571e-05
2,275.55,2.25385,0.17391,0.66667,2.19681,0.00019464,6.48799e-05,0.00019464,6.48799e-05,0.0340042,0.0338744,0.00019464,6.48799e-05
3,326.977,2.23576,0.14493,0.66667,2.24667,0.000286748,9.55827e-05,0.000286748,9.55827e-05,0.000762938,0.000571773,0.000286748,9.55827e-05
4,374.061,2.22143,0.14493,0.69565,2.19255,0.00028218,9.406e-05,0.00028218,9.406e-05,0.00028218,9.406e-05,0.00028218,9.406e-05
5,418.868,2.18749,0.21739,0.69565,2.18734,0.00027624,9.208e-05,0.00027624,9.208e-05,0.00027624,9.208e-05,0.00027624,9.208e-05
6,470.647,2.17995,0.17391,0.72464,2.19555,0.0002703,9.01e-05,0.0002703,9.01e-05,0.0002703,9.01e-05,0.0002703,9.01e-05
7,533.448,2.15671,0.24638,0.68116,2.13195,0.00026436,8.812e-05,0.00026436,8.812e-05,0.00026436,8.812e-05,0.00026436,8.812e-05
8,596.759,2.14696,0.26087,0.76812,2.0975,0.00025842,8.614e-05,0.00025842,8.614e-05,0.00025842,8.614e-05,0.00025842,8.614e-05
9,655.828,2.12003,0.30435,0.76812,2.05603,0.00025248,8.416e-05,0.00025248,8.416e-05,0.00025248,8.416e-05,0.00025248,8.416e-05
10,719.081,2.10464,0.28986,0.82609,2.06205,0.00024654,8.218e-05,0.00024654,8.218e-05,0.00024654,8.218e-05,0.00024654,8.218e-05
11,779.893,2.07909,0.31884,0.7971,1.91773,0.0002406,8.02e-05,0.0002406,8.02e-05,0.0002406,8.02e-05,0.0002406,8.02e-05
12,836.648,2.05039,0.33333,0.78261,1.99065,0.00023466,7.822e-05,0.00023466,7.822e-05,0.00023466,7.822e-05,0.00023466,7.822e-05
13,888.683,2.02388,0.34783,0.78261,1.95682,0.00022872,7.624e-05,0.00022872,7.624e-05,0.00022872,7.624e-05,0.00022872,7.624e-05
14,935.121,2.01075,0.31884,0.82609,1.94774,0.00022278,7.426e-05,0.00022278,7.426e-05,0.00022278,7.426e-05,0.00022278,7.426e-05
15,977.588,1.99899,0.33333,0.85507,2.00817,0.00021684,7.228e-05,0.00021684,7.228e-05,0.00021684,7.228e-05,0.00021684,7.228e-05
16,1019.9,1.9945,0.36232,0.85507,1.87166,0.0002109,7.03e-05,0.0002109,7.03e-05,0.0002109,7.03e-05,0.0002109,7.03e-05
17,1058.23,1.97718,0.30435,0.86957,1.94328,0.00020496,6.832e-05,0.00020496,6.832e-05,0.00020496,6.832e-05,0.00020496,6.832e-05
18,1100.11,1.95768,0.36232,0.86957,1.8737,0.00019902,6.634e-05,0.00019902,6.634e-05,0.00019902,6.634e-05,0.00019902,6.634e-05
19,1141.43,1.94784,0.34783,0.86957,1.85514,0.00019308,6.436e-05,0.00019308,6.436e-05,0.00019308,6.436e-05,0.00019308,6.436e-05
20,1183.05,1.91581,0.37681,0.92754,1.77129,0.00018714,6.238e-05,0.00018714,6.238e-05,0.00018714,6.238e-05,0.00018714,6.238e-05
21,1220.98,1.9129,0.3913,0.92754,1.83596,0.0001812,6.04e-05,0.0001812,6.04e-05,0.0001812,6.04e-05,0.0001812,6.04e-05
22,1262.95,1.89809,0.4058,0.92754,1.86123,0.00017526,5.842e-05,0.00017526,5.842e-05,0.00017526,5.842e-05,0.00017526,5.842e-05
23,1305.04,1.88238,0.37681,0.97101,1.74374,0.00016932,5.644e-05,0.00016932,5.644e-05,0.00016932,5.644e-05,0.00016932,5.644e-05
24,1346.33,1.86933,0.4058,0.95652,1.72228,0.00016338,5.446e-05,0.00016338,5.446e-05,0.00016338,5.446e-05,0.00016338,5.446e-05
25,1386.81,1.85511,0.42029,0.94203,1.76629,0.00015744,5.248e-05,0.00015744,5.248e-05,0.00015744,5.248e-05,0.00015744,5.248e-05
26,1428.34,1.86215,0.43478,0.92754,1.73976,0.0001515,5.05e-05,0.0001515,5.05e-05,0.0001515,5.05e-05,0.0001515,5.05e-05
27,1469.21,1.84743,0.42029,0.95652,1.68467,0.00014556,4.852e-05,0.00014556,4.852e-05,0.00014556,4.852e-05,0.00014556,4.852e-05
28,1510.9,1.82863,0.46377,0.94203,1.65213,0.00013962,4.654e-05,0.00013962,4.654e-05,0.00013962,4.654e-05,0.00013962,4.654e-05
29,1549.1,1.79073,0.42029,0.95652,1.58154,0.00013368,4.456e-05,0.00013368,4.456e-05,0.00013368,4.456e-05,0.00013368,4.456e-05
30,1590.16,1.81132,0.4058,0.95652,1.66076,0.00012774,4.258e-05,0.00012774,4.258e-05,0.00012774,4.258e-05,0.00012774,4.258e-05
31,1630.94,1.79245,0.4058,0.95652,1.60531,0.0001218,4.06e-05,0.0001218,4.06e-05,0.0001218,4.06e-05,0.0001218,4.06e-05
32,1671.95,1.81229,0.43478,0.94203,1.64192,0.00011586,3.862e-05,0.00011586,3.862e-05,0.00011586,3.862e-05,0.00011586,3.862e-05
33,1709.29,1.79048,0.3913,0.97101,1.61176,0.00010992,3.664e-05,0.00010992,3.664e-05,0.00010992,3.664e-05,0.00010992,3.664e-05
34,1750.72,1.73664,0.44928,0.98551,1.61142,0.00010398,3.466e-05,0.00010398,3.466e-05,0.00010398,3.466e-05,0.00010398,3.466e-05
35,1792.78,1.76937,0.4058,0.98551,1.59257,9.804e-05,3.268e-05,9.804e-05,3.268e-05,9.804e-05,3.268e-05,9.804e-05,3.268e-05
36,1834.76,1.74831,0.3913,1,1.58895,9.21e-05,3.07e-05,9.21e-05,3.07e-05,9.21e-05,3.07e-05,9.21e-05,3.07e-05
37,1872.71,1.7665,0.42029,0.98551,1.49752,8.616e-05,2.872e-05,8.616e-05,2.872e-05,8.616e-05,2.872e-05,8.616e-05,2.872e-05
38,1914.18,1.76555,0.42029,0.97101,1.54243,8.022e-05,2.674e-05,8.022e-05,2.674e-05,8.022e-05,2.674e-05,8.022e-05,2.674e-05
39,1954.84,1.74736,0.4058,0.95652,1.52343,7.428e-05,2.476e-05,7.428e-05,2.476e-05,7.428e-05,2.476e-05,7.428e-05,2.476e-05
40,1996.76,1.75552,0.46377,0.97101,1.51516,6.834e-05,2.278e-05,6.834e-05,2.278e-05,6.834e-05,2.278e-05,6.834e-05,2.278e-05
41,2035.01,1.72949,0.42029,0.97101,1.54742,6.24e-05,2.08e-05,6.24e-05,2.08e-05,6.24e-05,2.08e-05,6.24e-05,2.08e-05
42,2075.75,1.70742,0.44928,0.97101,1.50265,5.646e-05,1.882e-05,5.646e-05,1.882e-05,5.646e-05,1.882e-05,5.646e-05,1.882e-05
43,2116.7,1.69107,0.44928,1,1.54335,5.052e-05,1.684e-05,5.052e-05,1.684e-05,5.052e-05,1.684e-05,5.052e-05,1.684e-05
44,2157.84,1.71752,0.43478,1,1.47865,4.458e-05,1.486e-05,4.458e-05,1.486e-05,4.458e-05,1.486e-05,4.458e-05,1.486e-05
45,2195.74,1.70816,0.44928,0.98551,1.53306,3.864e-05,1.288e-05,3.864e-05,1.288e-05,3.864e-05,1.288e-05,3.864e-05,1.288e-05
46,2236.67,1.70211,0.44928,0.98551,1.50254,3.27e-05,1.09e-05,3.27e-05,1.09e-05,3.27e-05,1.09e-05,3.27e-05,1.09e-05
47,2277.9,1.66479,0.43478,1,1.53755,2.676e-05,8.92e-06,2.676e-05,8.92e-06,2.676e-05,8.92e-06,2.676e-05,8.92e-06
48,2318.93,1.71006,0.42029,1,1.48988,2.082e-05,6.94e-06,2.082e-05,6.94e-06,2.082e-05,6.94e-06,2.082e-05,6.94e-06
49,2356.38,1.70032,0.46377,1,1.51812,1.488e-05,4.96e-06,1.488e-05,4.96e-06,1.488e-05,4.96e-06,1.488e-05,4.96e-06
50,2397.3,1.66354,0.44928,0.98551,1.55466,8.94e-06,2.98e-06,8.94e-06,2.98e-06,8.94e-06,2.98e-06,8.94e-06,2.98e-06
