epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1661.16,2.25851,0.11594,0.68116,2.16201,0.00971429,0.0032381,0.00971429,0.0032381,0.0773333,0.0708571,0.00971429,0.0032381
2,2679.94,2.08666,0.18841,0.62319,2.34716,0.0189336,0.0063112,0.0189336,0.0063112,0.0532193,0.0405969,0.0189336,0.0063112
3,3405.9,1.67487,0.33333,0.84058,1.57241,0.0273609,0.0091203,0.0273609,0.0091203,0.0283133,0.0100727,0.0273609,0.0091203
4,4064.54,1.37777,0.24638,0.85507,2.07397,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
5,4660.12,1.25711,0.5942,1,0.96288,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
6,5295.44,1.28212,0.5942,0.97101,1.10468,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
7,5934.68,1.1883,0.57971,0.97101,1.37884,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
8,6572.32,1.12304,0.55072,0.97101,1.31609,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
9,7150.56,1.01061,0.55072,1,0.94285,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
10,7787.91,1.01283,0.6087,0.98551,0.90104,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
11,8419.35,1.01569,0.5942,0.97101,0.93449,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
12,9055.04,0.94664,0.57971,1,0.97621,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
13,9642.48,0.93262,0.6087,0.98551,0.89576,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
14,10302.2,0.89556,0.66667,0.98551,0.86583,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
15,10938.3,0.89757,0.65217,1,0.98771,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
16,11578.7,0.82439,0.63768,0.98551,0.99841,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
17,12162.6,0.80784,0.63768,1,1.04126,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
18,12804.2,0.79564,0.63768,0.97101,1.25403,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
19,13439.4,0.73108,0.65217,0.97101,1.38607,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
20,14089,0.74854,0.63768,0.97101,0.84025,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
21,14691.6,0.6856,0.66667,0.98551,0.75603,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
22,15351.5,0.61428,0.63768,0.98551,0.76671,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
23,16010.6,0.64191,0.65217,1,1.14121,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
24,16671.2,0.57882,0.65217,1,1.02377,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
25,17271.5,0.55866,0.68116,1,0.8777,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
