epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1709.2,2.25472,0.2029,0.68116,2.19046,9.85714e-05,3.28571e-05,9.85714e-05,3.28571e-05,0.0672414,0.0671757,9.85714e-05,3.28571e-05
2,2542.14,2.24844,0.21739,0.69565,2.13341,0.000190708,6.35693e-05,0.000190708,6.35693e-05,0.0340002,0.0338731,0.000190708,6.35693e-05
3,3200.69,2.22327,0.17391,0.69565,2.18715,0.000274925,9.16415e-05,0.000274925,9.16415e-05,0.000751115,0.000567832,0.000274925,9.16415e-05
4,3746.27,2.20764,0.17391,0.73913,2.15369,0.00026436,8.812e-05,0.00026436,8.812e-05,0.00026436,8.812e-05,0.00026436,8.812e-05
5,4246.09,2.19431,0.2029,0.71014,2.13826,0.00025248,8.416e-05,0.00025248,8.416e-05,0.00025248,8.416e-05,0.00025248,8.416e-05
6,4796.59,2.20118,0.2029,0.72464,2.21263,0.0002406,8.02e-05,0.0002406,8.02e-05,0.0002406,8.02e-05,0.0002406,8.02e-05
7,5352.12,2.17751,0.24638,0.69565,2.13029,0.00022872,7.624e-05,0.00022872,7.624e-05,0.00022872,7.624e-05,0.00022872,7.624e-05
8,5910.19,2.16198,0.21739,0.69565,2.15013,0.00021684,7.228e-05,0.00021684,7.228e-05,0.00021684,7.228e-05,0.00021684,7.228e-05
9,6612.16,2.15673,0.21739,0.71014,2.11991,0.00020496,6.832e-05,0.00020496,6.832e-05,0.00020496,6.832e-05,0.00020496,6.832e-05
10,7333.94,2.15828,0.27536,0.72464,2.10487,0.00019308,6.436e-05,0.00019308,6.436e-05,0.00019308,6.436e-05,0.00019308,6.436e-05
11,8026.3,2.14244,0.26087,0.73913,2.05709,0.0001812,6.04e-05,0.0001812,6.04e-05,0.0001812,6.04e-05,0.0001812,6.04e-05
12,8621.62,2.14755,0.24638,0.73913,2.06923,0.00016932,5.644e-05,0.00016932,5.644e-05,0.00016932,5.644e-05,0.00016932,5.644e-05
13,9096.55,2.13313,0.23188,0.73913,2.09691,0.00015744,5.248e-05,0.00015744,5.248e-05,0.00015744,5.248e-05,0.00015744,5.248e-05
14,9631,2.09663,0.23188,0.71014,2.06256,0.00014556,4.852e-05,0.00014556,4.852e-05,0.00014556,4.852e-05,0.00014556,4.852e-05
15,10186.9,2.11865,0.24638,0.71014,2.09353,0.00013368,4.456e-05,0.00013368,4.456e-05,0.00013368,4.456e-05,0.00013368,4.456e-05
16,10738.1,2.10012,0.26087,0.78261,2.05112,0.0001218,4.06e-05,0.0001218,4.06e-05,0.0001218,4.06e-05,0.0001218,4.06e-05
17,11224.6,2.10316,0.26087,0.78261,2.08333,0.00010992,3.664e-05,0.00010992,3.664e-05,0.00010992,3.664e-05,0.00010992,3.664e-05
18,11761,2.10027,0.26087,0.78261,2.00825,9.804e-05,3.268e-05,9.804e-05,3.268e-05,9.804e-05,3.268e-05,9.804e-05,3.268e-05
19,12300.6,2.08735,0.27536,0.75362,2.0414,8.616e-05,2.872e-05,8.616e-05,2.872e-05,8.616e-05,2.872e-05,8.616e-05,2.872e-05
20,12834.2,2.1141,0.23188,0.76812,1.95522,7.428e-05,2.476e-05,7.428e-05,2.476e-05,7.428e-05,2.476e-05,7.428e-05,2.476e-05
21,13323.4,2.07545,0.27536,0.7971,2.02178,6.24e-05,2.08e-05,6.24e-05,2.08e-05,6.24e-05,2.08e-05,6.24e-05,2.08e-05
22,13859.7,2.09229,0.27536,0.7971,2.05324,5.052e-05,1.684e-05,5.052e-05,1.684e-05,5.052e-05,1.684e-05,5.052e-05,1.684e-05
23,14398.1,2.09603,0.27536,0.7971,1.9844,3.864e-05,1.288e-05,3.864e-05,1.288e-05,3.864e-05,1.288e-05,3.864e-05,1.288e-05
24,14935.7,2.09066,0.26087,0.7971,2.00089,2.676e-05,8.92e-06,2.676e-05,8.92e-06,2.676e-05,8.92e-06,2.676e-05,8.92e-06
25,15426.8,2.07911,0.26087,0.7971,2.05896,1.488e-05,4.96e-06,1.488e-05,4.96e-06,1.488e-05,4.96e-06,1.488e-05,4.96e-06
