epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,97.6057,2.27546,0.15942,0.68116,2.28594,9.71429e-05,3.2381e-05,9.71429e-05,3.2381e-05,0.0677162,0.0676514,9.71429e-05,3.2381e-05
2,156.419,2.25994,0.14493,0.66667,2.15568,0.000193239,6.44131e-05,0.000193239,6.44131e-05,0.034479,0.0343501,0.000193239,6.44131e-05
3,200.262,2.23341,0.17391,0.71014,2.2319,0.000285376,9.51253e-05,0.000285376,9.51253e-05,0.00123776,0.00104751,0.000285376,9.51253e-05
4,241.224,2.23038,0.21739,0.71014,2.13989,0.00028218,9.406e-05,0.00028218,9.406e-05,0.00028218,9.406e-05,0.00028218,9.406e-05
5,278.676,2.19549,0.2029,0.75362,2.16841,0.00027624,9.208e-05,0.00027624,9.208e-05,0.00027624,9.208e-05,0.00027624,9.208e-05
6,319.631,2.17333,0.26087,0.7971,2.19675,0.0002703,9.01e-05,0.0002703,9.01e-05,0.0002703,9.01e-05,0.0002703,9.01e-05
7,360.401,2.15877,0.26087,0.84058,2.07742,0.00026436,8.812e-05,0.00026436,8.812e-05,0.00026436,8.812e-05,0.00026436,8.812e-05
8,401.434,2.11324,0.23188,0.84058,2.12783,0.00025842,8.614e-05,0.00025842,8.614e-05,0.00025842,8.614e-05,0.00025842,8.614e-05
9,439.051,2.09374,0.23188,0.84058,2.11866,0.00025248,8.416e-05,0.00025248,8.416e-05,0.00025248,8.416e-05,0.00025248,8.416e-05
10,479.458,2.08013,0.26087,0.81159,2.1063,0.00024654,8.218e-05,0.00024654,8.218e-05,0.00024654,8.218e-05,0.00024654,8.218e-05
11,520.402,2.06174,0.24638,0.73913,1.95379,0.0002406,8.02e-05,0.0002406,8.02e-05,0.0002406,8.02e-05,0.0002406,8.02e-05
12,561.739,2.01241,0.27536,0.82609,2.01901,0.00023466,7.822e-05,0.00023466,7.822e-05,0.00023466,7.822e-05,0.00023466,7.822e-05
13,599.275,2.00592,0.27536,0.86957,1.97868,0.00022872,7.624e-05,0.00022872,7.624e-05,0.00022872,7.624e-05,0.00022872,7.624e-05
14,639.982,1.99499,0.27536,0.86957,1.95067,0.00022278,7.426e-05,0.00022278,7.426e-05,0.00022278,7.426e-05,0.00022278,7.426e-05
15,680.742,1.96189,0.26087,0.84058,2.02565,0.00021684,7.228e-05,0.00021684,7.228e-05,0.00021684,7.228e-05,0.00021684,7.228e-05
16,721.168,1.94751,0.33333,0.85507,1.8472,0.0002109,7.03e-05,0.0002109,7.03e-05,0.0002109,7.03e-05,0.0002109,7.03e-05
17,758.678,1.9239,0.4058,0.86957,1.92137,0.00020496,6.832e-05,0.00020496,6.832e-05,0.00020496,6.832e-05,0.00020496,6.832e-05
18,799.876,1.90642,0.37681,0.91304,1.78423,0.00019902,6.634e-05,0.00019902,6.634e-05,0.00019902,6.634e-05,0.00019902,6.634e-05
19,841.403,1.90362,0.33333,0.89855,1.75634,0.00019308,6.436e-05,0.00019308,6.436e-05,0.00019308,6.436e-05,0.00019308,6.436e-05
20,882.153,1.85595,0.36232,0.91304,1.6979,0.00018714,6.238e-05,0.00018714,6.238e-05,0.00018714,6.238e-05,0.00018714,6.238e-05
21,920.236,1.87088,0.37681,0.95652,1.75437,0.0001812,6.04e-05,0.0001812,6.04e-05,0.0001812,6.04e-05,0.0001812,6.04e-05
22,960.516,1.83274,0.4058,0.92754,1.88945,0.00017526,5.842e-05,0.00017526,5.842e-05,0.00017526,5.842e-05,0.00017526,5.842e-05
23,1000.69,1.83743,0.31884,0.94203,1.74987,0.00016932,5.644e-05,0.00016932,5.644e-05,0.00016932,5.644e-05,0.00016932,5.644e-05
24,1041.41,1.80614,0.36232,0.95652,1.69883,0.00016338,5.446e-05,0.00016338,5.446e-05,0.00016338,5.446e-05,0.00016338,5.446e-05
