epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1208.26,2.26075,0.18841,0.66667,2.20439,0.000985714,0.000328571,0.000985714,0.000328571,0.0681286,0.0674714,0.000985714,0.000328571
2,1720.71,2.20723,0.2029,0.62319,2.12469,0.0019464,0.000648799,0.0019464,0.000648799,0.0357559,0.0344583,0.0019464,0.000648799
3,2060.07,2.14476,0.27536,0.65217,2.07627,0.00286748,0.000955827,0.00286748,0.000955827,0.00334367,0.00143202,0.00286748,0.000955827
4,2367.71,2.0834,0.33333,0.75362,1.97057,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406
5,2643.46,1.93812,0.36232,0.81159,1.83835,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
6,2948.34,1.85215,0.4058,0.85507,1.78891,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
7,3252.26,1.68385,0.3913,0.91304,1.5859,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
8,3556.78,1.63061,0.53623,0.98551,1.46672,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
9,3853.02,1.51715,0.49275,0.88406,1.35605,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
10,4154.37,1.42127,0.53623,0.97101,1.11647,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
11,4460.82,1.38043,0.55072,0.97101,1.09877,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
12,4765.41,1.31992,0.53623,0.92754,1.17769,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
13,5040.48,1.19699,0.63768,0.98551,0.95854,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
14,5356.35,1.28576,0.6087,1,0.94456,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
15,5661.2,1.22289,0.63768,1,0.91641,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
