epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,79.947,2.32623,0.18841,0.66667,2.23563,0.0006,0.0002,0.0006,0.0002,0.0806,0.0802,0.0006,0.0002
2,123.481,2.23065,0.18841,0.63768,2.27845,0.00120565,0.000401882,0.00120565,0.000401882,0.0602056,0.0594019,0.00120565,0.000401882
3,163.978,2.20261,0.2029,0.63768,2.15879,0.00178634,0.000595448,0.00178634,0.000595448,0.0397863,0.0385954,0.00178634,0.000595448
4,197.928,2.14191,0.24638,0.66667,2.19502,0.00234209,0.000780698,0.00234209,0.000780698,0.0193421,0.0177807,0.00234209,0.000780698
5,225.267,2.11066,0.27536,0.69565,2.17613,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
6,252.386,1.99972,0.26087,0.62319,2.21935,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
7,279.403,1.90157,0.27536,0.65217,2.0974,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
8,309.815,1.84912,0.4058,0.82609,1.96884,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
9,338.137,1.71701,0.44928,0.86957,1.59839,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
10,365.179,1.64346,0.31884,0.76812,1.83946,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
11,392.27,1.53947,0.33333,0.88406,1.78314,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
12,422.92,1.5732,0.42029,0.92754,1.56024,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
13,450.01,1.41541,0.55072,0.97101,1.36603,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
14,476.988,1.35391,0.36232,0.84058,1.61728,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
15,504.946,1.35161,0.44928,0.95652,1.30271,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
16,535.856,1.17679,0.47826,0.94203,1.44848,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
17,562.723,1.25481,0.62319,0.97101,1.1993,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
18,589.69,1.23841,0.56522,0.97101,1.29006,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
19,616.231,1.20902,0.56522,0.97101,1.38282,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
20,647.924,1.1439,0.55072,0.98551,1.22237,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
21,675.461,1.16577,0.50725,0.97101,1.05769,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
22,702.759,1.12628,0.56522,1,0.92404,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
23,730.009,1.0597,0.52174,0.98551,1.42693,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
24,760.871,1.04706,0.6087,0.98551,1.0507,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
25,787.469,1.07198,0.56522,0.98551,1.20797,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
26,814.632,1.06339,0.5942,0.98551,1.21906,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
27,841.975,1.0167,0.55072,0.98551,1.01081,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
28,874.351,1.06369,0.57971,0.97101,1.05794,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
29,901.563,1.07238,0.6087,0.97101,0.96635,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
30,929.184,1.05099,0.53623,0.97101,1.18583,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
31,956.898,0.98107,0.5942,0.98551,1.11864,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
32,987.458,0.96777,0.56522,1,1.01326,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
33,1014.41,1.06837,0.53623,0.97101,1.10238,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
34,1040.96,0.98986,0.55072,0.97101,1.25602,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
35,1068.19,0.96743,0.55072,0.98551,0.90786,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
36,1098.48,0.99854,0.5942,0.98551,0.96202,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
37,1126.22,0.93871,0.5942,0.98551,1.03905,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
38,1154.27,1.03373,0.62319,0.98551,1.07722,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
39,1181.61,0.97719,0.5942,0.98551,0.88711,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
40,1213.07,0.98241,0.57971,0.98551,0.87312,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
41,1240.27,0.94131,0.6087,0.98551,0.96505,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
42,1267.65,0.90396,0.57971,0.98551,1.12817,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
43,1294.46,0.90376,0.57971,0.98551,1.02457,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
44,1325.05,0.97873,0.57971,0.98551,0.83642,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
45,1351.79,0.90481,0.6087,0.98551,0.93027,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
46,1379.02,0.88839,0.5942,0.98551,1.34678,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
47,1406.03,0.94424,0.5942,0.98551,0.98242,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
48,1436.93,0.90007,0.5942,0.98551,0.94798,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
49,1463.92,0.87775,0.5942,0.98551,1.50987,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
50,1491.29,0.96169,0.6087,0.98551,1.08415,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
